['whole.n.02.whole', 'whole.n.02.unit']
['rush.v.01.hie', 'rush.v.01.speed']
['rush.v.01.hie', 'rush.v.01.race']
['rush.v.01.speed', 'rush.v.01.race']
['race.v.04.race', 'race.v.04.rush']
['trail.v.03.trail', 'trail.v.03.shack']
['diffuse.v.01.diffuse', 'diffuse.v.01.spread']
['run.v.27.run', 'run.v.27.bleed']
['flinch.v.01.flinch', 'flinch.v.01.squinch']
['flinch.v.01.flinch', 'flinch.v.01.funk']
['flinch.v.01.flinch', 'flinch.v.01.cringe']
['flinch.v.01.flinch', 'flinch.v.01.shrink']
['flinch.v.01.flinch', 'flinch.v.01.wince']
['flinch.v.01.flinch', 'flinch.v.01.recoil']
['flinch.v.01.flinch', 'flinch.v.01.quail']
['flinch.v.01.squinch', 'flinch.v.01.funk']
['flinch.v.01.squinch', 'flinch.v.01.cringe']
['flinch.v.01.squinch', 'flinch.v.01.shrink']
['flinch.v.01.squinch', 'flinch.v.01.wince']
['flinch.v.01.squinch', 'flinch.v.01.recoil']
['flinch.v.01.squinch', 'flinch.v.01.quail']
['flinch.v.01.funk', 'flinch.v.01.cringe']
['flinch.v.01.funk', 'flinch.v.01.shrink']
['flinch.v.01.funk', 'flinch.v.01.wince']
['flinch.v.01.funk', 'flinch.v.01.recoil']
['flinch.v.01.funk', 'flinch.v.01.quail']
['flinch.v.01.cringe', 'flinch.v.01.shrink']
['flinch.v.01.cringe', 'flinch.v.01.wince']
['flinch.v.01.cringe', 'flinch.v.01.recoil']
['flinch.v.01.cringe', 'flinch.v.01.quail']
['flinch.v.01.shrink', 'flinch.v.01.wince']
['flinch.v.01.shrink', 'flinch.v.01.recoil']
['flinch.v.01.shrink', 'flinch.v.01.quail']
['flinch.v.01.wince', 'flinch.v.01.recoil']
['flinch.v.01.wince', 'flinch.v.01.quail']
['flinch.v.01.recoil', 'flinch.v.01.quail']
['dart.v.02.dart', 'dart.v.02.dash']
['dart.v.02.dart', 'dart.v.02.scoot']
['dart.v.02.dart', 'dart.v.02.scud']
['dart.v.02.dart', 'dart.v.02.flash']
['dart.v.02.dart', 'dart.v.02.shoot']
['dart.v.02.dash', 'dart.v.02.scoot']
['dart.v.02.dash', 'dart.v.02.scud']
['dart.v.02.dash', 'dart.v.02.flash']
['dart.v.02.dash', 'dart.v.02.shoot']
['dart.v.02.scoot', 'dart.v.02.scud']
['dart.v.02.scoot', 'dart.v.02.flash']
['dart.v.02.scoot', 'dart.v.02.shoot']
['dart.v.02.scud', 'dart.v.02.flash']
['dart.v.02.scud', 'dart.v.02.shoot']
['dart.v.02.flash', 'dart.v.02.shoot']
['lunge.v.01.lunge', 'lunge.v.01.hurl']
['lunge.v.01.lunge', 'lunge.v.01.hurtle']
['lunge.v.01.lunge', 'lunge.v.01.thrust']
['lunge.v.01.hurl', 'lunge.v.01.hurtle']
['lunge.v.01.hurl', 'lunge.v.01.thrust']
['lunge.v.01.hurtle', 'lunge.v.01.thrust']
['crouch.v.01.crouch', 'crouch.v.01.stoop']
['crouch.v.01.crouch', 'crouch.v.01.bend']
['crouch.v.01.crouch', 'crouch.v.01.bow']
['crouch.v.01.stoop', 'crouch.v.01.bend']
['crouch.v.01.stoop', 'crouch.v.01.bow']
['crouch.v.01.bend', 'crouch.v.01.bow']
['fawn.v.01.fawn', 'fawn.v.01.crawl']
['fawn.v.01.fawn', 'fawn.v.01.creep']
['fawn.v.01.fawn', 'fawn.v.01.cringe']
['fawn.v.01.fawn', 'fawn.v.01.cower']
['fawn.v.01.fawn', 'fawn.v.01.grovel']
['fawn.v.01.crawl', 'fawn.v.01.creep']
['fawn.v.01.crawl', 'fawn.v.01.cringe']
['fawn.v.01.crawl', 'fawn.v.01.cower']
['fawn.v.01.crawl', 'fawn.v.01.grovel']
['fawn.v.01.creep', 'fawn.v.01.cringe']
['fawn.v.01.creep', 'fawn.v.01.cower']
['fawn.v.01.creep', 'fawn.v.01.grovel']
['fawn.v.01.cringe', 'fawn.v.01.cower']
['fawn.v.01.cringe', 'fawn.v.01.grovel']
['fawn.v.01.cower', 'fawn.v.01.grovel']
['huddle.v.02.huddle', 'huddle.v.02.cower']
['throng.v.01.throng', 'throng.v.01.mob']
['throng.v.01.throng', 'throng.v.01.pack']
['throng.v.01.throng', 'throng.v.01.pile']
['throng.v.01.throng', 'throng.v.01.jam']
['throng.v.01.mob', 'throng.v.01.pack']
['throng.v.01.mob', 'throng.v.01.pile']
['throng.v.01.mob', 'throng.v.01.jam']
['throng.v.01.pack', 'throng.v.01.pile']
['throng.v.01.pack', 'throng.v.01.jam']
['throng.v.01.pile', 'throng.v.01.jam']
['pounce.v.01.pounce', 'pounce.v.01.swoop']
['deviate.v.01.deviate', 'deviate.v.01.divert']
['sidetrack.v.01.sidetrack', 'sidetrack.v.01.depart']
['sidetrack.v.01.sidetrack', 'sidetrack.v.01.digress']
['sidetrack.v.01.sidetrack', 'sidetrack.v.01.straggle']
['sidetrack.v.01.depart', 'sidetrack.v.01.digress']
['sidetrack.v.01.depart', 'sidetrack.v.01.straggle']
['sidetrack.v.01.digress', 'sidetrack.v.01.straggle']
['flow.v.01.flow', 'flow.v.01.flux']
['run.v.06.run', 'run.v.06.flow']
['run.v.06.run', 'run.v.06.feed']
['run.v.06.run', 'run.v.06.course']
['run.v.06.flow', 'run.v.06.feed']
['run.v.06.flow', 'run.v.06.course']
['run.v.06.feed', 'run.v.06.course']
['spurt.v.01.spurt', 'spurt.v.01.spirt']
['spurt.v.01.spurt', 'spurt.v.01.gush']
['spurt.v.01.spurt', 'spurt.v.01.spout']
['spurt.v.01.spirt', 'spurt.v.01.gush']
['spurt.v.01.spirt', 'spurt.v.01.spout']
['spurt.v.01.gush', 'spurt.v.01.spout']
['hiss.v.02.hiss', 'hiss.v.02.whoosh']
['woosh.v.01.woosh', 'woosh.v.01.whoosh']
['decant.v.01.decant', 'decant.v.01.pour']
['trickle.v.01.trickle', 'trickle.v.01.dribble']
['trickle.v.01.trickle', 'trickle.v.01.filter']
['trickle.v.01.dribble', 'trickle.v.01.filter']
['leach.v.02.leach', 'leach.v.02.percolate']
['seep.v.01.seep', 'seep.v.01.ooze']
['overflow.v.01.overflow', 'overflow.v.01.overrun']
['edge.v.01.edge', 'edge.v.01.inch']
['elapse.v.01.elapse', 'elapse.v.01.lapse']
['elapse.v.01.elapse', 'elapse.v.01.pass']
['elapse.v.01.lapse', 'elapse.v.01.pass']
['fly.v.08.fly', 'fly.v.08.fell']
['fly.v.08.fly', 'fly.v.08.vanish']
['fly.v.08.fell', 'fly.v.08.vanish']
['abscond.v.01.abscond', 'abscond.v.01.bolt']
['abscond.v.01.abscond', 'abscond.v.01.decamp']
['abscond.v.01.bolt', 'abscond.v.01.decamp']
['elude.v.01.elude', 'elude.v.01.evade']
['elude.v.01.elude', 'elude.v.01.bilk']
['elude.v.01.evade', 'elude.v.01.bilk']
['scat.v.01.scat', 'scat.v.01.run']
['scat.v.01.scat', 'scat.v.01.scarper']
['scat.v.01.scat', 'scat.v.01.lam']
['scat.v.01.scat', 'scat.v.01.bunk']
['scat.v.01.scat', 'scat.v.01.escape']
['scat.v.01.run', 'scat.v.01.scarper']
['scat.v.01.run', 'scat.v.01.lam']
['scat.v.01.run', 'scat.v.01.bunk']
['scat.v.01.run', 'scat.v.01.escape']
['scat.v.01.scarper', 'scat.v.01.lam']
['scat.v.01.scarper', 'scat.v.01.bunk']
['scat.v.01.scarper', 'scat.v.01.escape']
['scat.v.01.lam', 'scat.v.01.bunk']
['scat.v.01.lam', 'scat.v.01.escape']
['scat.v.01.bunk', 'scat.v.01.escape']
['flee.v.01.flee', 'flee.v.01.fly']
['take.v.27.take', 'take.v.27.make']
['vacate.v.02.vacate', 'vacate.v.02.empty']
['vacate.v.02.vacate', 'vacate.v.02.abandon']
['vacate.v.02.empty', 'vacate.v.02.abandon']
['bring.v.01.bring', 'bring.v.01.convey']
['bring.v.01.bring', 'bring.v.01.take']
['bring.v.01.convey', 'bring.v.01.take']
['impart.v.03.impart', 'impart.v.03.conduct']
['impart.v.03.impart', 'impart.v.03.transmit']
['impart.v.03.impart', 'impart.v.03.convey']
['impart.v.03.impart', 'impart.v.03.carry']
['impart.v.03.impart', 'impart.v.03.channel']
['impart.v.03.conduct', 'impart.v.03.transmit']
['impart.v.03.conduct', 'impart.v.03.convey']
['impart.v.03.conduct', 'impart.v.03.carry']
['impart.v.03.conduct', 'impart.v.03.channel']
['impart.v.03.transmit', 'impart.v.03.convey']
['impart.v.03.transmit', 'impart.v.03.carry']
['impart.v.03.transmit', 'impart.v.03.channel']
['impart.v.03.convey', 'impart.v.03.carry']
['impart.v.03.convey', 'impart.v.03.channel']
['impart.v.03.carry', 'impart.v.03.channel']
['clear.v.09.clear', 'clear.v.09.top']
['outdistance.v.01.outdistance', 'outdistance.v.01.outstrip']
['outdistance.v.01.outdistance', 'outdistance.v.01.distance']
['outdistance.v.01.outstrip', 'outdistance.v.01.distance']
['start.v.14.start', 'start.v.14.protrude']
['start.v.14.start', 'start.v.14.pop']
['start.v.14.start', 'start.v.14.bulge']
['start.v.14.protrude', 'start.v.14.pop']
['start.v.14.protrude', 'start.v.14.bulge']
['start.v.14.pop', 'start.v.14.bulge']
['spread.v.07.spread', 'spread.v.07.scatter']
['manure.v.01.manure', 'manure.v.01.muck']
['birdlime.v.01.birdlime', 'birdlime.v.01.lime']
['remove.v.05.remove', 'remove.v.05.transfer']
['transfer.v.06.transfer', 'transfer.v.06.change']
['step.v.02.step', 'step.v.02.tread']
['beat.v.15.beat', 'beat.v.15.flap']
['beat.v.08.beat', 'beat.v.08.flap']
['flail.v.02.flail', 'flail.v.02.thresh']
['thrust.v.02.thrust', 'thrust.v.02.stuff']
['thrust.v.02.thrust', 'thrust.v.02.shove']
['thrust.v.02.thrust', 'thrust.v.02.squeeze']
['thrust.v.02.stuff', 'thrust.v.02.shove']
['thrust.v.02.stuff', 'thrust.v.02.squeeze']
['thrust.v.02.shove', 'thrust.v.02.squeeze']
['plow.v.03.plow', 'plow.v.03.plough']
['topple.v.02.topple', 'topple.v.02.tumble']
['topple.v.02.topple', 'topple.v.02.tip']
['topple.v.02.tumble', 'topple.v.02.tip']
['pull.v.09.pull', 'pull.v.09.draw']
['hit.v.12.hit', 'hit.v.12.strike']
['jump.v.08.jump', 'jump.v.08.leap']
['record.v.04.record', 'record.v.04.register']
['feel.v.03.feel', 'feel.v.03.sense']
['perceive.v.01.perceive', 'perceive.v.01.comprehend']
['experience.v.03.experience', 'experience.v.03.receive']
['experience.v.03.experience', 'experience.v.03.have']
['experience.v.03.experience', 'experience.v.03.get']
['experience.v.03.receive', 'experience.v.03.have']
['experience.v.03.receive', 'experience.v.03.get']
['experience.v.03.have', 'experience.v.03.get']
['get.v.25.get', 'get.v.25.receive']
['hit.v.09.hit', 'hit.v.09.strike']
['suffer.v.01.suffer', 'suffer.v.01.endure']
['catch.v.22.catch', 'catch.v.22.get']
['suffer.v.10.suffer', 'suffer.v.10.meet']
['experience.v.01.experience', 'experience.v.01.see']
['air_out.v.01.air', 'air_out.v.01.aerate']
['numb.v.01.numb', 'numb.v.01.blunt']
['numb.v.01.numb', 'numb.v.01.dull']
['numb.v.01.blunt', 'numb.v.01.dull']
['stun.v.03.stun', 'stun.v.03.daze']
['sensitize.v.02.sensitize', 'sensitize.v.02.sensitise']
['stimulate.v.06.stimulate', 'stimulate.v.06.excite']
['stimulate.v.06.stimulate', 'stimulate.v.06.stir']
['stimulate.v.06.excite', 'stimulate.v.06.stir']
['fellate.v.01.fellate', 'fellate.v.01.suck']
['fellate.v.01.fellate', 'fellate.v.01.blow']
['fellate.v.01.suck', 'fellate.v.01.blow']
['whet.v.01.whet', 'whet.v.01.quicken']
['notice.v.02.notice', 'notice.v.02.mark']
['notice.v.02.notice', 'notice.v.02.note']
['notice.v.02.mark', 'notice.v.02.note']
['note.v.03.note', 'note.v.03.observe']
['chafe.v.01.chafe', 'chafe.v.01.gall']
['chafe.v.01.chafe', 'chafe.v.01.fret']
['chafe.v.01.gall', 'chafe.v.01.fret']
['rub.v.03.rub', 'rub.v.03.scratch']
['rub.v.03.rub', 'rub.v.03.itch']
['rub.v.03.scratch', 'rub.v.03.itch']
['tickle.v.01.tickle', 'tickle.v.01.titillate']
['bite.v.02.bite', 'bite.v.02.sting']
['bite.v.02.bite', 'bite.v.02.burn']
['bite.v.02.sting', 'bite.v.02.burn']
['hurt.v.06.hurt', 'hurt.v.06.ache']
['hurt.v.06.hurt', 'hurt.v.06.suffer']
['hurt.v.06.ache', 'hurt.v.06.suffer']
['ache.v.03.ache', 'ache.v.03.smart']
['ache.v.03.ache', 'ache.v.03.hurt']
['ache.v.03.smart', 'ache.v.03.hurt']
['tingle.v.01.tingle', 'tingle.v.01.prickle']
['prickle.v.01.prickle', 'prickle.v.01.prick']
['prick.v.02.prick', 'prick.v.02.sting']
['prick.v.02.prick', 'prick.v.02.twinge']
['prick.v.02.sting', 'prick.v.02.twinge']
['reek.v.02.reek', 'reek.v.02.stink']
['sniff.v.01.sniff', 'sniff.v.01.whiff']
['scent.v.02.scent', 'scent.v.02.nose']
['scent.v.02.scent', 'scent.v.02.wind']
['scent.v.02.nose', 'scent.v.02.wind']
['snuff.v.01.snuff', 'snuff.v.01.snuffle']
['cense.v.01.cense', 'cense.v.01.incense']
['fumigate.v.01.fumigate', 'fumigate.v.01.fume']
['miss.v.01.miss', 'miss.v.01.lose']
['witness.v.02.witness', 'witness.v.02.find']
['witness.v.02.witness', 'witness.v.02.see']
['witness.v.02.find', 'witness.v.02.see']
['view.v.02.view', 'view.v.02.consider']
['examine.v.02.examine', 'examine.v.02.see']
['gaze.v.01.gaze', 'gaze.v.01.stare']
['regard.v.02.regard', 'regard.v.02.consider']
['look.v.02.look', 'look.v.02.appear']
['look.v.02.look', 'look.v.02.seem']
['look.v.02.appear', 'look.v.02.seem']
['appear.v.04.appear', 'appear.v.04.seem']
['reflect.v.03.reflect', 'reflect.v.03.reverberate']
['disclose.v.02.disclose', 'disclose.v.02.expose']
['expose.v.03.expose', 'expose.v.03.exhibit']
['expose.v.03.expose', 'expose.v.03.display']
['expose.v.03.exhibit', 'expose.v.03.display']
['flaunt.v.01.flaunt', 'flaunt.v.01.flash']
['flaunt.v.01.flaunt', 'flaunt.v.01.swank']
['flaunt.v.01.flash', 'flaunt.v.01.swank']
['model.v.03.model', 'model.v.03.pose']
['model.v.03.model', 'model.v.03.sit']
['model.v.03.model', 'model.v.03.posture']
['model.v.03.pose', 'model.v.03.sit']
['model.v.03.pose', 'model.v.03.posture']
['model.v.03.sit', 'model.v.03.posture']
['uncover.v.01.uncover', 'uncover.v.01.unveil']
['uncover.v.01.uncover', 'uncover.v.01.reveal']
['uncover.v.01.unveil', 'uncover.v.01.reveal']
['excavate.v.01.excavate', 'excavate.v.01.unearth']
['hide.v.01.hide', 'hide.v.01.conceal']
['obstruct.v.03.obstruct', 'obstruct.v.03.block']
['dissemble.v.02.dissemble', 'dissemble.v.02.cloak']
['dissemble.v.02.dissemble', 'dissemble.v.02.mask']
['dissemble.v.02.cloak', 'dissemble.v.02.mask']
['harbor.v.04.harbor', 'harbor.v.04.harbour']
['harbor.v.04.harbor', 'harbor.v.04.shield']
['harbor.v.04.harbour', 'harbor.v.04.shield']
['show.v.01.show', 'show.v.01.demo']
['show.v.01.show', 'show.v.01.exhibit']
['show.v.01.show', 'show.v.01.present']
['show.v.01.show', 'show.v.01.demonstrate']
['show.v.01.demo', 'show.v.01.exhibit']
['show.v.01.demo', 'show.v.01.present']
['show.v.01.demo', 'show.v.01.demonstrate']
['show.v.01.exhibit', 'show.v.01.present']
['show.v.01.exhibit', 'show.v.01.demonstrate']
['show.v.01.present', 'show.v.01.demonstrate']
['watch.v.03.watch', 'watch.v.03.view']
['watch.v.03.watch', 'watch.v.03.see']
['watch.v.03.watch', 'watch.v.03.catch']
['watch.v.03.view', 'watch.v.03.see']
['watch.v.03.view', 'watch.v.03.catch']
['watch.v.03.see', 'watch.v.03.catch']
['visualize.v.02.visualize', 'visualize.v.02.visualise']
['scan.v.02.scan', 'scan.v.02.skim']
['scan.v.02.scan', 'scan.v.02.rake']
['scan.v.02.skim', 'scan.v.02.rake']
['flick.v.02.flick', 'flick.v.02.flip']
['flick.v.02.flick', 'flick.v.02.thumb']
['flick.v.02.flick', 'flick.v.02.riffle']
['flick.v.02.flick', 'flick.v.02.leaf']
['flick.v.02.flick', 'flick.v.02.riff']
['flick.v.02.flip', 'flick.v.02.thumb']
['flick.v.02.flip', 'flick.v.02.riffle']
['flick.v.02.flip', 'flick.v.02.leaf']
['flick.v.02.flip', 'flick.v.02.riff']
['flick.v.02.thumb', 'flick.v.02.riffle']
['flick.v.02.thumb', 'flick.v.02.leaf']
['flick.v.02.thumb', 'flick.v.02.riff']
['flick.v.02.riffle', 'flick.v.02.leaf']
['flick.v.02.riffle', 'flick.v.02.riff']
['flick.v.02.leaf', 'flick.v.02.riff']
['size_up.v.01.scrutinize', 'size_up.v.01.scrutinise']
['search.v.02.search', 'search.v.02.look']
['descry.v.01.descry', 'descry.v.01.spot']
['descry.v.01.descry', 'descry.v.01.espy']
['descry.v.01.descry', 'descry.v.01.spy']
['descry.v.01.spot', 'descry.v.01.espy']
['descry.v.01.spot', 'descry.v.01.spy']
['descry.v.01.espy', 'descry.v.01.spy']
['detect.v.01.detect', 'detect.v.01.observe']
['detect.v.01.detect', 'detect.v.01.find']
['detect.v.01.detect', 'detect.v.01.discover']
['detect.v.01.detect', 'detect.v.01.notice']
['detect.v.01.observe', 'detect.v.01.find']
['detect.v.01.observe', 'detect.v.01.discover']
['detect.v.01.observe', 'detect.v.01.notice']
['detect.v.01.find', 'detect.v.01.discover']
['detect.v.01.find', 'detect.v.01.notice']
['detect.v.01.discover', 'detect.v.01.notice']
['vanish.v.02.vanish', 'vanish.v.02.disappear']
['obscure.v.01.obscure', 'obscure.v.01.fog']
['obscure.v.01.obscure', 'obscure.v.01.cloud']
['obscure.v.01.obscure', 'obscure.v.01.mist']
['obscure.v.01.fog', 'obscure.v.01.cloud']
['obscure.v.01.fog', 'obscure.v.01.mist']
['obscure.v.01.cloud', 'obscure.v.01.mist']
['eclipse.v.02.eclipse', 'eclipse.v.02.occult']
['disguise.v.01.disguise', 'disguise.v.01.mask']
['orient.v.02.orient', 'orient.v.02.orientate']
['disorient.v.01.disorient', 'disorient.v.01.disorientate']
['flash.v.01.flash', 'flash.v.01.blink']
['flash.v.01.flash', 'flash.v.01.wink']
['flash.v.01.flash', 'flash.v.01.twinkle']
['flash.v.01.flash', 'flash.v.01.winkle']
['flash.v.01.blink', 'flash.v.01.wink']
['flash.v.01.blink', 'flash.v.01.twinkle']
['flash.v.01.blink', 'flash.v.01.winkle']
['flash.v.01.wink', 'flash.v.01.twinkle']
['flash.v.01.wink', 'flash.v.01.winkle']
['flash.v.01.twinkle', 'flash.v.01.winkle']
['flicker.v.03.flicker', 'flicker.v.03.flick']
['gleam.v.02.gleam', 'gleam.v.02.glimmer']
['glow.v.02.glow', 'glow.v.02.beam']
['glow.v.02.glow', 'glow.v.02.radiate']
['glow.v.02.glow', 'glow.v.02.shine']
['glow.v.02.beam', 'glow.v.02.radiate']
['glow.v.02.beam', 'glow.v.02.shine']
['glow.v.02.radiate', 'glow.v.02.shine']
['dim.v.01.dim', 'dim.v.01.dip']
['dazzle.v.01.dazzle', 'dazzle.v.01.daze']
['glitter.v.01.glitter', 'glitter.v.01.glisten']
['glitter.v.01.glitter', 'glitter.v.01.glint']
['glitter.v.01.glitter', 'glitter.v.01.gleam']
['glitter.v.01.glitter', 'glitter.v.01.shine']
['glitter.v.01.glisten', 'glitter.v.01.glint']
['glitter.v.01.glisten', 'glitter.v.01.gleam']
['glitter.v.01.glisten', 'glitter.v.01.shine']
['glitter.v.01.glint', 'glitter.v.01.gleam']
['glitter.v.01.glint', 'glitter.v.01.shine']
['glitter.v.01.gleam', 'glitter.v.01.shine']
['monitor.v.01.monitor', 'monitor.v.01.supervise']
['spy.v.03.spy', 'spy.v.03.sight']
['goggle.v.01.goggle', 'goggle.v.01.gape']
['goggle.v.01.goggle', 'goggle.v.01.gawk']
['goggle.v.01.gape', 'goggle.v.01.gawk']
['glance.v.01.glance', 'glance.v.01.peek']
['glance.v.01.glance', 'glance.v.01.glint']
['glance.v.01.peek', 'glance.v.01.glint']
['study.v.03.study', 'study.v.03.consider']
['eye.v.01.eye', 'eye.v.01.eyeball']
['scout.v.01.scout', 'scout.v.01.reconnoiter']
['scout.v.01.scout', 'scout.v.01.reconnoitre']
['scout.v.01.reconnoiter', 'scout.v.01.reconnoitre']
['intrude.v.03.intrude', 'intrude.v.03.pry']
['intrude.v.03.intrude', 'intrude.v.03.nose']
['intrude.v.03.intrude', 'intrude.v.03.poke']
['intrude.v.03.pry', 'intrude.v.03.nose']
['intrude.v.03.pry', 'intrude.v.03.poke']
['intrude.v.03.nose', 'intrude.v.03.poke']
['attend.v.05.attend', 'attend.v.05.hang']
['attend.v.05.attend', 'attend.v.05.advert']
['attend.v.05.hang', 'attend.v.05.advert']
['listen.v.02.listen', 'listen.v.02.hear']
['whine.v.03.whine', 'whine.v.03.squeak']
['whine.v.03.whine', 'whine.v.03.screech']
['whine.v.03.whine', 'whine.v.03.creak']
['whine.v.03.squeak', 'whine.v.03.screech']
['whine.v.03.squeak', 'whine.v.03.creak']
['whine.v.03.screech', 'whine.v.03.creak']
['clatter.v.01.clatter', 'clatter.v.01.clack']
['clatter.v.01.clatter', 'clatter.v.01.brattle']
['clatter.v.01.clack', 'clatter.v.01.brattle']
['jingle.v.01.jingle', 'jingle.v.01.jangle']
['make_noise.v.01.resound', 'make_noise.v.01.noise']
['clang.v.01.clang', 'clang.v.01.clangor']
['drum.v.01.drum', 'drum.v.01.beat']
['drum.v.01.drum', 'drum.v.01.thrum']
['drum.v.01.beat', 'drum.v.01.thrum']
['tick.v.02.tick', 'tick.v.02.ticktock']
['tick.v.02.tick', 'tick.v.02.beat']
['tick.v.02.ticktock', 'tick.v.02.beat']
['resonate.v.01.resonate', 'resonate.v.01.vibrate']
['sound.v.02.sound', 'sound.v.02.go']
['pink.v.02.pink', 'pink.v.02.ping']
['pink.v.02.pink', 'pink.v.02.knock']
['pink.v.02.ping', 'pink.v.02.knock']
['strum.v.01.strum', 'strum.v.01.thrum']
['ring.v.01.ring', 'ring.v.01.peal']
['ding.v.01.ding', 'ding.v.01.dong']
['ding.v.01.ding', 'ding.v.01.dingdong']
['ding.v.01.dong', 'ding.v.01.dingdong']
['ring.v.03.ring', 'ring.v.03.knell']
['blast.v.01.blast', 'blast.v.01.blare']
['snap.v.06.snap', 'snap.v.06.crack']
['honk.v.01.honk', 'honk.v.01.blare']
['honk.v.01.honk', 'honk.v.01.beep']
['honk.v.01.honk', 'honk.v.01.claxon']
['honk.v.01.honk', 'honk.v.01.toot']
['honk.v.01.blare', 'honk.v.01.beep']
['honk.v.01.blare', 'honk.v.01.claxon']
['honk.v.01.blare', 'honk.v.01.toot']
['honk.v.01.beep', 'honk.v.01.claxon']
['honk.v.01.beep', 'honk.v.01.toot']
['honk.v.01.claxon', 'honk.v.01.toot']
['resound.v.01.resound', 'resound.v.01.echo']
['resound.v.01.resound', 'resound.v.01.ring']
['resound.v.01.resound', 'resound.v.01.reverberate']
['resound.v.01.echo', 'resound.v.01.ring']
['resound.v.01.echo', 'resound.v.01.reverberate']
['resound.v.01.ring', 'resound.v.01.reverberate']
['thud.v.01.thud', 'thud.v.01.thump']
['crump.v.01.crump', 'crump.v.01.thud']
['crump.v.01.crump', 'crump.v.01.scrunch']
['crump.v.01.thud', 'crump.v.01.scrunch']
['clop.v.01.clop', 'clop.v.01.clump']
['clop.v.01.clop', 'clop.v.01.clunk']
['clop.v.01.clop', 'clop.v.01.plunk']
['clop.v.01.clump', 'clop.v.01.clunk']
['clop.v.01.clump', 'clop.v.01.plunk']
['clop.v.01.clunk', 'clop.v.01.plunk']
['tap.v.07.tap', 'tap.v.07.rap']
['tap.v.07.tap', 'tap.v.07.knock']
['tap.v.07.tap', 'tap.v.07.pink']
['tap.v.07.rap', 'tap.v.07.knock']
['tap.v.07.rap', 'tap.v.07.pink']
['tap.v.07.knock', 'tap.v.07.pink']
['click.v.02.click', 'click.v.02.tick']
['chatter.v.01.chatter', 'chatter.v.01.click']
['tinkle.v.01.tinkle', 'tinkle.v.01.tink']
['tinkle.v.01.tinkle', 'tinkle.v.01.clink']
['tinkle.v.01.tinkle', 'tinkle.v.01.chink']
['tinkle.v.01.tink', 'tinkle.v.01.clink']
['tinkle.v.01.tink', 'tinkle.v.01.chink']
['tinkle.v.01.clink', 'tinkle.v.01.chink']
['splash.v.05.splash', 'splash.v.05.splosh']
['splash.v.05.splash', 'splash.v.05.slosh']
['splash.v.05.splash', 'splash.v.05.slush']
['splash.v.05.splosh', 'splash.v.05.slosh']
['splash.v.05.splosh', 'splash.v.05.slush']
['splash.v.05.slosh', 'splash.v.05.slush']
['hum.v.03.hum', 'hum.v.03.thrum']
['rumble.v.01.rumble', 'rumble.v.01.grumble']
['boom.v.01.boom', 'boom.v.01.din']
['ripple.v.02.ripple', 'ripple.v.02.babble']
['ripple.v.02.ripple', 'ripple.v.02.burble']
['ripple.v.02.ripple', 'ripple.v.02.bubble']
['ripple.v.02.ripple', 'ripple.v.02.gurgle']
['ripple.v.02.babble', 'ripple.v.02.burble']
['ripple.v.02.babble', 'ripple.v.02.bubble']
['ripple.v.02.babble', 'ripple.v.02.gurgle']
['ripple.v.02.burble', 'ripple.v.02.bubble']
['ripple.v.02.burble', 'ripple.v.02.gurgle']
['ripple.v.02.bubble', 'ripple.v.02.gurgle']
['lap.v.03.lap', 'lap.v.03.swish']
['lap.v.03.lap', 'lap.v.03.swoosh']
['lap.v.03.swish', 'lap.v.03.swoosh']
['whizz.v.01.whizz', 'whizz.v.01.whiz']
['whizz.v.01.whizz', 'whizz.v.01.whirr']
['whizz.v.01.whizz', 'whizz.v.01.whir']
['whizz.v.01.whizz', 'whizz.v.01.birr']
['whizz.v.01.whizz', 'whizz.v.01.purr']
['whizz.v.01.whiz', 'whizz.v.01.whirr']
['whizz.v.01.whiz', 'whizz.v.01.whir']
['whizz.v.01.whiz', 'whizz.v.01.birr']
['whizz.v.01.whiz', 'whizz.v.01.purr']
['whizz.v.01.whirr', 'whizz.v.01.whir']
['whizz.v.01.whirr', 'whizz.v.01.birr']
['whizz.v.01.whirr', 'whizz.v.01.purr']
['whizz.v.01.whir', 'whizz.v.01.birr']
['whizz.v.01.whir', 'whizz.v.01.purr']
['whizz.v.01.birr', 'whizz.v.01.purr']
['wiretap.v.01.wiretap', 'wiretap.v.01.tap']
['wiretap.v.01.wiretap', 'wiretap.v.01.intercept']
['wiretap.v.01.wiretap', 'wiretap.v.01.bug']
['wiretap.v.01.tap', 'wiretap.v.01.intercept']
['wiretap.v.01.tap', 'wiretap.v.01.bug']
['wiretap.v.01.intercept', 'wiretap.v.01.bug']
['catch.v.14.catch', 'catch.v.14.overhear']
['catch.v.21.catch', 'catch.v.21.get']
['hark.v.01.hark', 'hark.v.01.harken']
['hark.v.01.hark', 'hark.v.01.hearken']
['hark.v.01.harken', 'hark.v.01.hearken']
['deafen.v.02.deafen', 'deafen.v.02.deaf']
['quieten.v.01.quieten', 'quieten.v.01.hush']
['quieten.v.01.quieten', 'quieten.v.01.quiet']
['quieten.v.01.hush', 'quieten.v.01.quiet']
['gag.v.01.gag', 'gag.v.01.muzzle']
['muffle.v.02.muffle', 'muffle.v.02.mute']
['muffle.v.02.muffle', 'muffle.v.02.dull']
['muffle.v.02.muffle', 'muffle.v.02.damp']
['muffle.v.02.muffle', 'muffle.v.02.dampen']
