('abience.n.01.abience', 'adience.n.01.adience')
('ionic.a.01.ionic', 'nonionic.a.02.nonionic')
('ionic.a.01.ionic', 'nonionic.a.02.nonpolar')
('ionized.a.01.ionized', 'nonionized.a.01.nonionized')
('ionized.a.01.ionized', 'nonionized.a.01.nonionised')
('ionized.a.01.ionized', 'nonionized.a.01.unionized')
('ionized.a.01.ionized', 'nonionized.a.01.unionised')
('ionized.a.01.ionized', 'nonionized.a.01.nonionic')
('ionized.a.01.ionised', 'nonionized.a.01.nonionized')
('ionized.a.01.ionised', 'nonionized.a.01.nonionised')
('ionized.a.01.ionised', 'nonionized.a.01.unionized')
('ionized.a.01.ionised', 'nonionized.a.01.unionised')
('ionized.a.01.ionised', 'nonionized.a.01.nonionic')
('ironed.a.01.ironed', 'unironed.a.01.unironed')
('ironed.a.01.ironed', 'unironed.a.01.wrinkled')
('irrational.a.01.irrational', 'rational.a.01.rational')
('irrational.a.02.irrational', 'rational.a.03.rational')
('irreconcilable.a.01.irreconcilable', 'reconcilable.a.01.reconcilable')
('irreconcilable.a.01.unreconcilable', 'reconcilable.a.01.reconcilable')
('irreducible.a.01.irreducible', 'reducible.a.01.reducible')
('irregular.a.01.irregular', 'regular.a.01.regular')
('irregular.a.03.irregular', 'regular.a.08.regular')
('irregular.a.04.irregular', 'regular.a.09.regular')
('irrelevant.a.01.irrelevant', 'relevant.a.01.relevant')
('irreligious.a.01.irreligious', 'religious.a.02.religious')
('irremediable.a.01.irremediable', 'remediable.a.01.remediable')
('irremovable.a.01.irremovable', 'removable.a.01.removable')
('irreparable.a.01.irreparable', 'reparable.a.01.reparable')
('irreparable.a.01.irreparable', 'reparable.a.01.rectifiable')
('irreplaceable.a.01.irreplaceable', 'replaceable.a.01.replaceable')
('irreplaceable.a.01.unreplaceable', 'replaceable.a.01.replaceable')
('irresistible.a.01.irresistible', 'resistible.a.01.resistible')
('irresistible.a.01.resistless', 'resistible.a.01.resistible')
('irresolute.a.01.irresolute', 'resolute.a.01.resolute')
('irresponsible.a.01.irresponsible', 'responsible.a.01.responsible')
('irreverent.a.01.irreverent', 'reverent.a.01.reverent')
('irreversible.a.01.irreversible', 'reversible.a.01.reversible')
('irrevocable.a.01.irrevocable', 'revocable.a.01.revocable')
('irrevocable.a.01.irrevocable', 'revocable.a.01.revokable')
('irrevocable.a.01.irrevokable', 'revocable.a.01.revocable')
('irrevocable.a.01.irrevokable', 'revocable.a.01.revokable')
('isometric.a.02.isometric', 'isotonic.a.03.isotonic')
('jawed.a.01.jawed', 'jawless.a.01.jawless')
('joint.a.01.joint', 'separate.a.01.separate')
('joyful.a.01.joyful', 'sorrowful.a.01.sorrowful')
('joyless.a.01.joyless', 'joyous.a.01.joyous')
('judgmental.a.01.judgmental', 'nonjudgmental.a.01.nonjudgmental')
('juiceless.a.01.juiceless', 'juicy.a.01.juicy')
('junior.a.01.junior', 'senior.a.01.senior')
('just.a.01.just', 'unjust.a.02.unjust')
('keyed.a.01.keyed', 'keyless.a.01.keyless')
('kind.a.01.kind', 'unkind.a.01.unkind')
('knowable.a.01.knowable', 'unknowable.a.01.unknowable')
('knowable.a.01.cognizable', 'unknowable.a.01.unknowable')
('knowable.a.01.cognisable', 'unknowable.a.01.unknowable')
('knowable.a.01.cognoscible', 'unknowable.a.01.unknowable')
('known.a.01.known', 'unknown.a.01.unknown')
('labeled.a.01.labeled', 'unlabeled.a.01.unlabeled')
('labeled.a.01.labeled', 'unlabeled.a.01.unlabelled')
('labeled.a.01.labeled', 'unlabeled.a.01.untagged')
('labeled.a.01.labelled', 'unlabeled.a.01.unlabeled')
('labeled.a.01.labelled', 'unlabeled.a.01.unlabelled')
('labeled.a.01.labelled', 'unlabeled.a.01.untagged')
('labeled.a.01.tagged', 'unlabeled.a.01.unlabeled')
('labeled.a.01.tagged', 'unlabeled.a.01.unlabelled')
('labeled.a.01.tagged', 'unlabeled.a.01.untagged')
('laced.a.01.laced', 'unlaced.a.01.unlaced')
('laced.a.01.laced', 'unlaced.a.01.untied')
('laced.a.01.tied', 'unlaced.a.01.unlaced')
('laced.a.01.tied', 'unlaced.a.01.untied')
('lamented.a.01.lamented', 'unlamented.a.01.unlamented')
('lamented.a.01.lamented', 'unlamented.a.01.unmourned')
('landed.a.01.landed', 'landless.a.01.landless')
('large.a.01.large', 'small.a.01.small')
('large.a.01.large', 'small.a.01.little')
('large.a.01.big', 'small.a.01.small')
('large.a.01.big', 'small.a.01.little')
('laureled.a.01.laureled', 'unlaureled.a.01.unlaureled')
('laureled.a.01.laureled', 'unlaureled.a.01.unlaurelled')
('laureled.a.01.laurelled', 'unlaureled.a.01.unlaureled')
('laureled.a.01.laurelled', 'unlaureled.a.01.unlaurelled')
('laureled.a.01.crowned', 'unlaureled.a.01.unlaureled')
('laureled.a.01.crowned', 'unlaureled.a.01.unlaurelled')
('lawful.a.01.lawful', 'unlawful.a.02.unlawful')
('lax.a.02.lax', 'tense.a.02.tense')
('lax.a.03.lax', 'tense.a.03.tense')
('leaded.a.02.leaded', 'unleaded.a.01.unleaded')
('leaded.a.02.leaded', 'unleaded.a.01.leadless')
('leafless.a.01.leafless', 'leafy.a.01.leafy')
('leaky.a.01.leaky', 'tight.a.07.tight')
('lean.a.02.lean', 'rich.a.07.rich')
('least.a.01.least', 'most.a.02.most')
('leavened.a.01.leavened', 'unleavened.a.01.unleavened')
('leavened.a.01.leavened', 'unleavened.a.01.unraised')
('leeward.a.01.leeward', 'windward.a.01.windward')
('left.a.01.left', 'right.a.01.right')
('legato.a.01.legato', 'staccato.a.01.staccato')
('legato.a.01.legato', 'staccato.a.01.disconnected')
('legato.a.01.smooth', 'staccato.a.01.staccato')
('legato.a.01.smooth', 'staccato.a.01.disconnected')
('legged.a.01.legged', 'legless.a.01.legless')
('lentic.a.01.lentic', 'lotic.a.01.lotic')
('less.a.01.less', 'more.a.01.more')
('less.a.01.less', 'more.a.01.more_than')
('lidded.a.01.lidded', 'lidless.a.01.lidless')
('lighted.a.01.lighted', 'unlighted.a.01.unlighted')
('lighted.a.01.lighted', 'unlighted.a.01.unlit')
('lighted.a.01.lit', 'unlighted.a.01.unlighted')
('lighted.a.01.lit', 'unlighted.a.01.unlit')
('like.a.01.like', 'unlike.a.01.unlike')
('like.a.01.like', 'unlike.a.01.dissimilar')
('like.a.01.like', 'unlike.a.01.different')
('like.a.01.similar', 'unlike.a.01.unlike')
('like.a.01.similar', 'unlike.a.01.dissimilar')
('like.a.01.similar', 'unlike.a.01.different')
('like.a.02.like', 'unlike.a.02.unlike')
('like.a.02.same', 'unlike.a.02.unlike')
('likely.a.01.likely', 'unlikely.a.02.unlikely')
('limbed.a.01.limbed', 'limbless.a.01.limbless')
('limited.a.01.limited', 'unlimited.a.01.unlimited')
('limited.a.01.limited', 'unlimited.a.01.limitless')
('linear.a.01.linear', 'nonlinear.a.01.nonlinear')
('linear.a.01.additive', 'nonlinear.a.01.nonlinear')
('lined.a.03.lined', 'unlined.a.01.unlined')
('linguistic.a.01.linguistic', 'nonlinguistic.a.01.nonlinguistic')
('linguistic.a.01.lingual', 'nonlinguistic.a.01.nonlinguistic')
('lipless.a.01.lipless', 'lipped.a.01.lipped')
('lipless.a.01.unlipped', 'lipped.a.01.lipped')
('listed.a.01.listed', 'unlisted.a.01.unlisted')
('little.a.02.little', 'much.a.01.much')
('little.a.02.slight', 'much.a.01.much')
('livable.a.01.livable', 'unlivable.a.01.unlivable')
('livable.a.01.livable', 'unlivable.a.01.unliveable')
('livable.a.01.liveable', 'unlivable.a.01.unlivable')
('livable.a.01.liveable', 'unlivable.a.01.unliveable')
('live.a.01.live', 'recorded.a.01.recorded')
('live.a.01.unrecorded', 'recorded.a.01.recorded')
('liveried.a.01.liveried', 'unliveried.a.01.unliveried')
('loaded.a.02.loaded', 'unloaded.a.01.unloaded')
('loamless.a.01.loamless', 'loamy.a.01.loamy')
('local.a.01.local', 'national.a.03.national')
('long-spurred.a.01.long-spurred', 'short-spurred.a.01.short-spurred')
('long.a.01.long', 'short.a.01.short')
('long.a.02.long', 'short.a.02.short')
('long.a.05.long', 'short.a.06.short')
('long.a.06.long', 'short.a.07.short')
('loose.a.03.loose', 'tight.a.01.tight')
('lossless.a.01.lossless', 'lossy.a.01.lossy')
('lost.a.03.lost', 'saved.a.01.saved')
('lost.a.04.lost', 'won.a.01.won')
('loud.a.01.loud', 'soft.a.03.soft')
('loved.a.01.loved', 'unloved.a.01.unloved')
('loving.a.01.loving', 'unloving.a.01.unloving')
('lowborn.a.01.lowborn', 'noble.a.02.noble')
('lower-class.a.01.lower-class', 'middle-class.a.01.middle-class')
('lower-class.a.01.low-class', 'middle-class.a.01.middle-class')
('lower-class.a.01.lower-class', 'upper-class.a.01.upper-class')
('lower-class.a.01.low-class', 'upper-class.a.01.upper-class')
('lowercase.a.01.lowercase', 'uppercase.a.01.uppercase')
('lowered.a.01.lowered', 'raised.a.01.raised')
('lowland.a.01.lowland', 'upland.a.01.upland')
('lowland.a.01.lowland', 'upland.a.01.highland')
('lubricated.a.01.lubricated', 'unlubricated.a.01.unlubricated')
('lubricated.a.01.lubricated', 'unlubricated.a.01.ungreased')
('lubricated.a.01.greased', 'unlubricated.a.01.unlubricated')
('lubricated.a.01.greased', 'unlubricated.a.01.ungreased')
('lucky.a.02.lucky', 'unlucky.a.01.unlucky')
('lucky.a.02.lucky', 'unlucky.a.01.luckless')
('made.a.02.made', 'unmade.a.01.unmade')
('magnetic.a.03.magnetic', 'nonmagnetic.a.01.nonmagnetic')
('major.a.01.major', 'minor.a.01.minor')
('major.a.02.major', 'minor.a.02.minor')
('major.a.03.major', 'minor.a.03.minor')
('major.a.04.major', 'minor.a.07.minor')
('major.a.05.major', 'minor.a.04.minor')
('major.a.06.major', 'minor.a.06.minor')
('major.a.07.major', 'minor.a.05.minor')
('major.a.07.major', 'minor.a.05.nonaged')
('major.a.07.major', 'minor.a.05.underage')
('majuscule.a.01.majuscule', 'minuscule.a.01.minuscule')
('majuscule.a.01.majuscule', 'minuscule.a.01.minuscular')
('malicious.a.01.malicious', 'unmalicious.a.01.unmalicious')
('malnourished.a.01.malnourished', 'nourished.a.01.nourished')
('malted.a.01.malted', 'unmalted.a.01.unmalted')
('manageable.a.01.manageable', 'unmanageable.a.02.unmanageable')
('manageable.a.01.manageable', 'unmanageable.a.02.difficult')
('manly.a.01.manly', 'unmanly.a.01.unmanly')
('manly.a.01.manly', 'unmanly.a.01.unmanful')
('manly.a.01.manly', 'unmanly.a.01.unmanlike')
('manly.a.01.manful', 'unmanly.a.01.unmanly')
('manly.a.01.manful', 'unmanly.a.01.unmanful')
('manly.a.01.manful', 'unmanly.a.01.unmanlike')
('manly.a.01.manlike', 'unmanly.a.01.unmanly')
('manly.a.01.manlike', 'unmanly.a.01.unmanful')
('manly.a.01.manlike', 'unmanly.a.01.unmanlike')
('manned.a.01.manned', 'unmanned.a.01.unmanned')
('manned.a.01.manned', 'unmanned.a.01.remote-controlled')
('marked.a.03.marked', 'unmarked.a.01.unmarked')
('married.a.01.married', 'unmarried.a.01.unmarried')
('married.a.01.married', 'unmarried.a.01.single')
('masochistic.a.01.masochistic', 'sadistic.a.01.sadistic')
('matched.a.02.matched', 'mismatched.a.01.mismatched')
('mated.a.01.mated', 'unmated.a.01.unmated')
('maternal.a.01.maternal', 'paternal.a.02.paternal')
('matriarchal.a.01.matriarchal', 'patriarchal.a.01.patriarchal')
('maxi.a.01.maxi', 'midi.a.01.midi')
('maxi.a.01.maxi', 'mini.a.01.mini')
('maximal.a.01.maximal', 'minimal.a.01.minimal')
('maximal.a.01.maximal', 'minimal.a.01.minimum')
('maximal.a.01.maximum', 'minimal.a.01.minimal')
('maximal.a.01.maximum', 'minimal.a.01.minimum')
('meaningful.a.01.meaningful', 'meaningless.a.01.meaningless')
('meaningful.a.01.meaningful', 'meaningless.a.01.nonmeaningful')
('meatless.a.01.meatless', 'meaty.a.01.meaty')
('mechanical.a.01.mechanical', 'nonmechanical.a.01.nonmechanical')
('medical.a.02.medical', 'surgical.a.02.surgical')
('medical.a.02.medical', 'surgical.a.02.operative')
('melodious.a.02.melodious', 'unmelodious.a.02.unmelodious')
('melodious.a.02.melodious', 'unmelodious.a.02.unmelodic')
('melodious.a.02.melodious', 'unmelodious.a.02.unmusical')
('melodious.a.02.melodic', 'unmelodious.a.02.unmelodious')
('melodious.a.02.melodic', 'unmelodious.a.02.unmelodic')
('melodious.a.02.melodic', 'unmelodious.a.02.unmusical')
('melodious.a.02.musical', 'unmelodious.a.02.unmelodious')
('melodious.a.02.musical', 'unmelodious.a.02.unmelodic')
('melodious.a.02.musical', 'unmelodious.a.02.unmusical')
('melted.a.01.melted', 'unmelted.a.01.unmelted')
('melted.a.01.liquid', 'unmelted.a.01.unmelted')
('melted.a.01.liquified', 'unmelted.a.01.unmelted')
('membered.a.01.membered', 'memberless.a.01.memberless')
('mental.a.01.mental', 'physical.a.01.physical')
('merciful.a.01.merciful', 'merciless.a.01.merciless')
('merciful.a.01.merciful', 'merciless.a.01.unmerciful')
('merited.a.01.merited', 'unmerited.a.01.unmerited')
('merited.a.01.deserved', 'unmerited.a.01.unmerited')
('metallic.a.01.metallic', 'nonmetallic.a.01.nonmetallic')
('metallic.a.01.metallic', 'nonmetallic.a.01.nonmetal')
('metallic.a.01.metal', 'nonmetallic.a.01.nonmetallic')
('metallic.a.01.metal', 'nonmetallic.a.01.nonmetal')
('metamorphic.a.02.metamorphic', 'nonmetamorphic.a.01.nonmetamorphic')
('migratory.a.01.migratory', 'nonmigratory.a.01.nonmigratory')
('migratory.a.01.migratory', 'nonmigratory.a.01.resident')
('military.a.02.military', 'unmilitary.a.01.unmilitary')
('military.a.02.military', 'unmilitary.a.01.nonmilitary')
('mindful.a.01.mindful', 'unmindful.a.01.unmindful')
('mindful.a.01.mindful', 'unmindful.a.01.forgetful')
('mindful.a.01.mindful', 'unmindful.a.01.mindless')
('mindful.a.01.aware', 'unmindful.a.01.unmindful')
('mindful.a.01.aware', 'unmindful.a.01.forgetful')
('mindful.a.01.aware', 'unmindful.a.01.mindless')
('mined.a.01.mined', 'unmined.a.01.unmined')
('minus.a.01.minus', 'plus.a.01.plus')
('misused.a.01.misused', 'used.a.01.used')
('mitigated.a.01.mitigated', 'unmitigated.a.01.unmitigated')
('modern.a.01.modern', 'nonmodern.a.01.nonmodern')
('modifiable.a.01.modifiable', 'unmodifiable.a.01.unmodifiable')
('modified.a.01.modified', 'unmodified.a.01.unmodified')
('modulated.a.01.modulated', 'unmodulated.a.01.unmodulated')
('molar.a.04.molar', 'molecular.a.02.molecular')
('moneyed.a.01.moneyed', 'moneyless.a.01.moneyless')
('moneyed.a.01.monied', 'moneyless.a.01.moneyless')
('monochromatic.a.02.monochromatic', 'polychromatic.a.01.polychromatic')
('monochromatic.a.02.homochromatic', 'polychromatic.a.01.polychromatic')
('monoclinic.a.01.monoclinic', 'triclinic.a.01.triclinic')
('monoclinic.a.01.monoclinic', 'triclinic.a.01.anorthic')
('monogamous.a.01.monogamous', 'polygamous.a.01.polygamous')
('monolingual.a.01.monolingual', 'multilingual.a.01.multilingual')
('monophonic.a.02.monophonic', 'polyphonic.a.03.polyphonic')
('monophonic.a.02.monophonic', 'polyphonic.a.03.contrapuntal')
('monotheistic.a.01.monotheistic', 'polytheistic.a.01.polytheistic')
('monotonic.a.01.monotonic', 'nonmonotonic.a.01.nonmonotonic')
('monotonic.a.01.monotone', 'nonmonotonic.a.01.nonmonotonic')
('monovalent.a.01.monovalent', 'polyvalent.a.01.polyvalent')
('monovalent.a.02.monovalent', 'polyvalent.a.02.polyvalent')
('monovalent.a.02.monovalent', 'polyvalent.a.02.multivalent')
('monovalent.a.02.univalent', 'polyvalent.a.02.polyvalent')
('monovalent.a.02.univalent', 'polyvalent.a.02.multivalent')
('moonless.a.01.moonless', 'moonlit.a.01.moonlit')
('moonless.a.01.moonless', 'moonlit.a.01.moony')
('motivated.a.01.motivated', 'unmotivated.a.01.unmotivated')
('motorized.a.01.motorized', 'unmotorized.a.01.unmotorized')
('motorized.a.01.motorized', 'unmotorized.a.01.unmotorised')
('motorized.a.01.motorized', 'unmotorized.a.01.motorless')
('motorized.a.01.motorised', 'unmotorized.a.01.unmotorized')
('motorized.a.01.motorised', 'unmotorized.a.01.unmotorised')
('motorized.a.01.motorised', 'unmotorized.a.01.motorless')
('motorized.a.01.motored', 'unmotorized.a.01.unmotorized')
('motorized.a.01.motored', 'unmotorized.a.01.unmotorised')
('motorized.a.01.motored', 'unmotorized.a.01.motorless')
('moved.a.01.moved', 'unmoved.a.01.unmoved')
('moved.a.01.moved', 'unmoved.a.01.unaffected')
('moved.a.01.moved', 'unmoved.a.01.untouched')
('moved.a.01.affected', 'unmoved.a.01.unmoved')
('moved.a.01.affected', 'unmoved.a.01.unaffected')
('moved.a.01.affected', 'unmoved.a.01.untouched')
('moved.a.01.stirred', 'unmoved.a.01.unmoved')
('moved.a.01.stirred', 'unmoved.a.01.unaffected')
('moved.a.01.stirred', 'unmoved.a.01.untouched')
('moved.a.01.touched', 'unmoved.a.01.unmoved')
('moved.a.01.touched', 'unmoved.a.01.unaffected')
('moved.a.01.touched', 'unmoved.a.01.untouched')
('moving.a.01.moving', 'nonmoving.a.01.nonmoving')
('moving.a.01.moving', 'nonmoving.a.01.unmoving')
('moving.a.02.moving', 'unmoving.a.02.unmoving')
('moving.a.03.moving', 'still.a.04.still')
('mown.a.01.mown', 'unmown.a.01.unmown')
('mown.a.01.mown', 'unmown.a.01.uncut')
('mown.a.01.cut', 'unmown.a.01.unmown')
('mown.a.01.cut', 'unmown.a.01.uncut')
('multidimensional.a.01.multidimensional', 'unidimensional.a.01.unidimensional')
('multidimensional.a.01.multidimensional', 'unidimensional.a.01.one-dimensional')
('multiform.a.01.multiform', 'uniform.a.01.uniform')
('multiform.a.01.multiform', 'uniform.a.01.unvarying')
('multilane.a.01.multilane', 'single-lane.a.01.single-lane')
('multilateral.a.01.multilateral', 'unilateral.a.01.unilateral')
('multilateral.a.01.multilateral', 'unilateral.a.01.one-sided')
('multilateral.a.01.many-sided', 'unilateral.a.01.unilateral')
('multilateral.a.01.many-sided', 'unilateral.a.01.one-sided')
('multinucleate.a.01.multinucleate', 'uninucleate.a.01.uninucleate')
('multiparous.a.01.multiparous', 'uniparous.a.01.uniparous')
('multiple-choice.a.01.multiple-choice', 'true-false.a.01.true-false')
('multiple.a.01.multiple', 'single.a.03.single')
('musical.a.02.musical', 'unmusical.a.01.unmusical')
('musical.a.02.musical', 'unmusical.a.01.nonmusical')
('musical.a.03.musical', 'unmusical.a.02.unmusical')
('musical.a.03.musical', 'unmusical.a.02.nonmusical')
('myelinated.a.01.myelinated', 'unmyelinated.a.01.unmyelinated')
('myelinated.a.01.medullated', 'unmyelinated.a.01.unmyelinated')
('naive.a.01.naive', 'sophisticated.a.01.sophisticated')
('naive.a.01.naif', 'sophisticated.a.01.sophisticated')
('narrow.a.01.narrow', 'wide.a.01.wide')
('narrow.a.01.narrow', 'wide.a.01.broad')
('narrow.a.04.narrow', 'wide.a.05.wide')
('nasty.a.01.nasty', 'nice.a.01.nice')
('nasty.a.01.awful', 'nice.a.01.nice')
('native.a.03.native', 'nonnative.a.01.nonnative')
('native.a.03.aboriginal', 'nonnative.a.01.nonnative')
('natural.a.01.natural', 'unnatural.a.01.unnatural')
('natural.a.03.natural', 'supernatural.a.01.supernatural')
('necessary.a.01.necessary', 'unnecessary.a.01.unnecessary')
('necessary.a.01.necessary', 'unnecessary.a.01.unneeded')
('necked.a.01.necked', 'neckless.a.01.neckless')
('negative.a.01.negative', 'neutral.a.04.neutral')
('negative.a.01.negative', 'positive.a.01.positive')
('negative.a.04.negative', 'positive.a.04.positive')
('negative.a.04.negative', 'positive.a.04.confirming')
('negative.a.04.disconfirming', 'positive.a.04.positive')
('negative.a.04.disconfirming', 'positive.a.04.confirming')
('negative.a.05.negative', 'positive.a.08.positive')
('neurotic.a.02.neurotic', 'unneurotic.a.01.unneurotic')
('neurotic.a.02.psychoneurotic', 'unneurotic.a.01.unneurotic')
('new.a.01.new', 'old.a.02.old')
('new.a.06.new', 'worn.a.01.worn')
('nidicolous.a.01.nidicolous', 'nidifugous.a.01.nidifugous')
('noisy.a.01.noisy', 'quiet.a.02.quiet')
('nominal.a.04.nominal', 'real.a.06.real')
('nonoperational.a.01.nonoperational', 'operational.a.03.operational')
('nonoperational.a.01.inactive', 'operational.a.03.operational')
('nonparticulate.a.01.nonparticulate', 'particulate.a.01.particulate')
('nonpartisan.a.01.nonpartisan', 'partisan.a.01.partisan')
('nonpartisan.a.01.nonpartisan', 'partisan.a.01.partizan')
('nonpartisan.a.01.nonpartizan', 'partisan.a.01.partisan')
('nonpartisan.a.01.nonpartizan', 'partisan.a.01.partizan')
('nonpasserine.a.01.nonpasserine', 'passerine.a.01.passerine')
('nonphotosynthetic.a.01.nonphotosynthetic', 'photosynthetic.a.01.photosynthetic')
('nonpolitical.a.01.nonpolitical', 'political.a.01.political')
('nonporous.a.01.nonporous', 'porous.a.02.porous')
('nonporous.a.01.nonporous', 'porous.a.02.poriferous')
('nonpregnant.a.01.nonpregnant', 'pregnant.a.01.pregnant')
('nonprehensile.a.01.nonprehensile', 'prehensile.a.01.prehensile')
('nonprescription.a.01.nonprescription', 'prescription.a.01.prescription')
('nonprescription.a.01.over-the-counter', 'prescription.a.01.prescription')
('nonprofessional.a.01.nonprofessional', 'professional.a.01.professional')
('nonproprietary.a.01.nonproprietary', 'proprietary.a.01.proprietary')
('nonpsychoactive.a.01.nonpsychoactive', 'psychoactive.a.01.psychoactive')
('nonpsychoactive.a.01.nonpsychoactive', 'psychoactive.a.01.psychotropic')
('nonracial.a.01.nonracial', 'racial.a.02.racial')
('nonradioactive.a.01.nonradioactive', 'radioactive.a.01.radioactive')
('nonrandom.a.01.nonrandom', 'random.a.01.random')
('nonreciprocal.a.01.nonreciprocal', 'reciprocal.a.01.reciprocal')
('nonreciprocal.a.01.nonreciprocal', 'reciprocal.a.01.mutual')
('nonreflective.a.01.nonreflective', 'reflective.a.02.reflective')
('nonreflective.a.01.nonreflecting', 'reflective.a.02.reflective')
('nonrepetitive.a.01.nonrepetitive', 'repetitive.a.02.repetitive')
('nonrepetitive.a.01.nonrepetitive', 'repetitive.a.02.repetitious')
('nonrepresentational.a.01.nonrepresentational', 'representational.a.01.representational')
('nonrepresentative.a.01.nonrepresentative', 'representative.a.02.representative')
('nonrepresentative.a.01.unsymbolic', 'representative.a.02.representative')
('nonresident.a.01.nonresident', 'resident.a.01.resident')
('nonresidential.a.01.nonresidential', 'residential.a.01.residential')
('nonreticulate.a.01.nonreticulate', 'reticulate.a.01.reticulate')
('nonreticulate.a.01.nonreticulate', 'reticulate.a.01.reticular')
('nonretractile.a.01.nonretractile', 'retractile.a.01.retractile')
('nonretractile.a.01.nonretractable', 'retractile.a.01.retractile')
('nonreturnable.a.01.nonreturnable', 'returnable.a.01.returnable')
('nonreversible.a.01.nonreversible', 'reversible.a.02.reversible')
('nonreversible.a.01.nonreversible', 'reversible.a.02.two-sided')
('nonreversible.a.01.one-sided', 'reversible.a.02.reversible')
('nonreversible.a.01.one-sided', 'reversible.a.02.two-sided')
('nonrigid.a.01.nonrigid', 'rigid.a.04.rigid')
('nonruminant.a.01.nonruminant', 'ruminant.a.01.ruminant')
('nonsectarian.a.01.nonsectarian', 'sectarian.a.02.sectarian')
('nonsectarian.a.01.unsectarian', 'sectarian.a.02.sectarian')
('nonsignificant.a.01.nonsignificant', 'significant.a.03.significant')
('nonslippery.a.01.nonslippery', 'slippery.a.01.slippery')
('nonslippery.a.01.nonslippery', 'slippery.a.01.slippy')
('nonspatial.a.01.nonspatial', 'spatial.a.01.spatial')
('nonspatial.a.01.nonspatial', 'spatial.a.01.spacial')
('nonspeaking.a.01.nonspeaking', 'speaking.a.01.speaking')
('nonspeaking.a.01.walk-on', 'speaking.a.01.speaking')
('nonspecific.a.01.nonspecific', 'specific.a.01.specific')
('nonspecific.a.01.nonspecific', 'specific.a.04.specific')
('nonspherical.a.01.nonspherical', 'spherical.a.01.spherical')
('nonstandard.a.01.nonstandard', 'standard.a.04.standard')
('nonstandard.a.01.nonstandard', 'standard.a.04.received')
('nonstandard.a.02.nonstandard', 'standard.a.01.standard')
('nonstandard.a.03.nonstandard', 'standard.a.03.standard')
('nonsteroidal.a.01.nonsteroidal', 'steroidal.a.01.steroidal')
('nonsubmersible.a.01.nonsubmersible', 'submersible.a.01.submersible')
('nonsubmersible.a.01.nonsubmersible', 'submersible.a.01.submergible')
('nonsubmersible.a.01.nonsubmergible', 'submersible.a.01.submersible')
('nonsubmersible.a.01.nonsubmergible', 'submersible.a.01.submergible')
('nonsuppurative.a.01.nonsuppurative', 'suppurative.a.01.suppurative')
('nonsurgical.a.01.nonsurgical', 'surgical.a.01.surgical')
('nonsyllabic.a.01.nonsyllabic', 'syllabic.a.04.syllabic')
('nonsyllabic.a.01.unsyllabic', 'syllabic.a.04.syllabic')
('nonsyllabic.a.02.nonsyllabic', 'syllabic.a.05.syllabic')
('nontaxable.a.01.nontaxable', 'taxable.a.01.taxable')
('nontaxable.a.01.nontaxable', 'taxable.a.01.nonexempt')
('nontaxable.a.01.exempt', 'taxable.a.01.taxable')
('nontaxable.a.01.exempt', 'taxable.a.01.nonexempt')
('nontechnical.a.01.nontechnical', 'technical.a.02.technical')
('nontechnical.a.01.untechnical', 'technical.a.02.technical')
('nonterritorial.a.01.nonterritorial', 'territorial.a.02.territorial')
('nonthermal.a.01.nonthermal', 'thermal.a.01.thermal')
('nonthermal.a.01.nonthermal', 'thermal.a.01.thermic')
('nonthermal.a.01.nonthermal', 'thermal.a.01.caloric')
('nontoxic.a.01.nontoxic', 'toxic.a.01.toxic')
('nontoxic.a.01.atoxic', 'toxic.a.01.toxic')
('nontraditional.a.01.nontraditional', 'traditional.a.01.traditional')
('nontraditional.a.01.untraditional', 'traditional.a.01.traditional')
('nontranslational.a.01.nontranslational', 'translational.a.01.translational')
('nonunion.a.01.nonunion', 'union.a.02.union')
('nonviolent.a.01.nonviolent', 'violent.a.01.violent')
('nonvolatile.a.01.nonvolatile', 'volatile.a.01.volatile')
('nonvolatile.a.01.nonvolatilizable', 'volatile.a.01.volatile')
('nonvolatile.a.01.nonvolatilisable', 'volatile.a.01.volatile')
('nonwashable.a.01.nonwashable', 'washable.a.01.washable')
('nonwoody.a.01.nonwoody', 'woody.a.01.woody')
('normal.a.02.normal', 'paranormal.a.02.paranormal')
('north.a.01.north', 'south.a.01.south')
('northern.a.01.northern', 'southern.a.01.southern')
('northern.a.04.northern', 'southern.a.03.southern')
('nosed.a.01.nosed', 'noseless.a.01.noseless')
('noticeable.a.01.noticeable', 'unnoticeable.a.02.unnoticeable')
('noticed.a.01.noticed', 'unnoticed.a.01.unnoticed')
('numerical.a.03.numerical', 'verbal.a.04.verbal')
('numerical.a.03.mathematical', 'verbal.a.04.verbal')
('objective.a.01.objective', 'subjective.a.01.subjective')
('objective.a.01.nonsubjective', 'subjective.a.01.subjective')
('oblate.a.01.oblate', 'prolate.a.01.prolate')
('oblate.a.01.oblate', 'prolate.a.01.watermelon-shaped')
('oblate.a.01.pumpkin-shaped', 'prolate.a.01.prolate')
('oblate.a.01.pumpkin-shaped', 'prolate.a.01.watermelon-shaped')
('obligated.a.01.obligated', 'unobligated.a.01.unobligated')
('obligatory.a.01.obligatory', 'optional.a.01.optional')
('oblique.a.01.oblique', 'parallel.a.01.parallel')
('oblique.a.01.oblique', 'perpendicular.a.01.perpendicular')
('obstructed.a.01.obstructed', 'unobstructed.a.01.unobstructed')
('obtrusive.a.01.obtrusive', 'unobtrusive.a.01.unobtrusive')
